steps	episodes	elapsed	mean	median	stdev	max	min	average_value	average_entropy	average_value_loss	average_policy_loss	n_updates	explained_variance
1500000	2746	11988.19593501091	2762.205244952904	3039.4463440835934	672.2314947126002	3554.7514843868403	1236.4383265205022	565.0936	0.8886315	2260.8168395996095	-0.0556455272436142	234240	0.7553757047383073
1600000	2855	12843.154788732529	3226.7221590534573	3352.591578554783	441.34182568371017	3600.3307989778223	1207.6896804003636	539.4054	0.38610992	4674.812960510254	-0.04757447427138686	249920	0.13919847374259997
1700000	2958	13660.718391418457	2778.5690287508114	3247.3098680351677	816.8705300877106	3566.0796157754307	662.2857194595858	566.8343	-0.037345465	2488.703065185547	-0.05472490815445781	265600	0.6282813637807436
1800000	3078	14505.164655208588	2902.5369914733164	3324.045407700245	743.1035887357862	3565.809366966197	927.450635966705	523.3963	-0.45234394	4186.03230682373	-0.044063194338232275	280960	0.25079665597113343
1900000	3207	15339.749661684036	2800.935210263892	3276.9388997563437	775.4057536792312	3479.832363524173	863.4342980515291	490.18695	-0.94632626	665.1728262329102	-0.0592082854360342	296640	0.7847248286108955
2000000	3326	16148.386528968811	2864.2590812038616	3360.0442531140757	849.7277054705934	3611.9195907693756	885.5015280210577	547.72766	-1.3038908	4101.0616256713865	-0.042513891272246834	312320	0.16759042672565627
2100000	3445	16961.332631587982	2889.7968504232686	3385.154666244176	845.9943372475595	3668.202463256937	887.2183802693813	563.41724	-1.7494456	346.6847911071777	-0.052385961078107356	328000	0.6316670441920194
2200000	3636	17620.145619392395	1124.044947147757	921.1941796796916	610.2161118236362	3292.0894599965686	451.65965545674237	325.02112	-2.116134	1043.019633178711	-0.06328403305262327	343680	0.8456297643684374
2300000	3849	18339.037734746933	1555.4823120024328	1309.7290808341177	787.3989501112607	3447.043886502237	643.3431557915223	433.5287	-2.6005702	288.518130569458	-0.06105682903900742	359360	0.92889385683327
2400000	4025	19057.198827266693	1738.9721137670278	1483.0839197072924	845.8085555737687	3326.0966324132787	619.978607050684	456.31598	-2.8226485	733.5586477661133	-0.07647368898615241	374720	0.7818346516575678
2500000	4198	19825.141674518585	2249.535546253393	2348.301402534964	936.4332894862276	3379.9771684299794	502.1225008616143	489.92892	-3.0953867	2250.364026489258	-0.05667006557807326	390400	0.7597521043765089
2600000	4403	20566.4629175663	1920.1366773496654	1652.9119244836568	789.9867989886097	3443.0097635885804	671.2984846940748	480.02386	-3.3325121	1953.0648751831054	-0.048871626369655134	406080	0.708069206735862
2700000	4574	21345.34340929985	2261.3386766104454	2601.1413046739926	879.2671854648564	3344.6488319165974	678.6093077241737	543.9542	-3.612811	2259.505932159424	-0.027190659018233417	421760	0.6911936453511591
2800000	4754	22017.89068698883	1121.7969248783443	949.7424274317077	472.5781149710586	3077.0493401786016	645.2763948324089	372.61426	-3.655566	363.29422271728515	-0.07391647873446346	437440	0.9407248133083775
2900000	5012	22690.03964114189	1172.222175773722	1140.9079184077013	404.572734332543	3432.132980217148	523.2197881083758	365.62964	-3.7935352	539.6676959228515	-0.05023151794448495	453120	0.919749005569217
3000000	5238	23371.80664086342	1338.9784131948477	1206.6540831038342	475.2680750726871	2846.448756436026	639.3680535608335	383.23688	-3.937839	543.4007145690917	-0.06691227724775672	468480	0.8994076148788003
